id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_val,mo_sold,yr_sold,sale_type,saleprice,pool_score,garage_score,fireplace_score,basement_score,kitchen_score,overall_score
856,907202050,20,RL,61.0,8800,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,0.0,3,3,CBlock,4,3,2.0,2.0,532.0,3.0,144.0,364.0,1040.0,GasA,3,Y,SBrkr,1040,0,0,1040,0.0,0.0,2,0,3,1,4,5,Typ,0,0,1977.0,1.0,2.0,484.0,3,3,Y,0,0,0,0,288,0,0,0.0,0,9,2009,WD ,150500,0,8712,0,12480,4,35
11,527163010,60,RL,75.0,10000,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,0.0,3,3,PConc,4,3,1.0,1.0,0.0,1.0,0.0,763.0,763.0,GasA,4,Y,SBrkr,763,892,0,1655,0.0,0.0,2,1,3,1,3,7,Typ,1,3,1993.0,3.0,2.0,440.0,3,3,Y,157,84,0,0,0,0,0,0.0,0,4,2010,WD ,175900,0,7920,3,9156,3,30
389,527375180,20,RL,78.0,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,6,1974,1974,Hip,CompShg,Plywood,Plywood,196.0,3,3,CBlock,3,3,1.0,5.0,888.0,1.0,0.0,228.0,1116.0,GasA,5,Y,SBrkr,1116,0,0,1116,1.0,0.0,2,0,3,1,3,6,Typ,1,3,1974.0,2.0,2.0,528.0,3,3,Y,0,0,0,0,0,0,0,2.0,0,4,2009,WD ,167900,0,9504,3,10044,3,36
2415,528218140,60,RL,58.0,14054,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,4,3,3.0,1.0,0.0,1.0,0.0,879.0,879.0,GasA,5,Y,SBrkr,879,984,0,1863,0.0,0.0,2,1,4,1,4,9,Typ,1,4,2006.0,3.0,3.0,660.0,3,3,Y,100,17,0,0,0,0,0,0.0,0,11,2006,New,219210,0,17820,4,10548,4,35
77,531451280,60,RL,70.0,11218,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,4,3,PConc,4,3,1.0,1.0,0.0,1.0,0.0,1055.0,1055.0,GasA,5,Y,SBrkr,1055,790,0,1845,0.0,0.0,2,1,3,1,4,8,Typ,1,3,1992.0,2.0,2.0,462.0,3,3,Y,635,104,0,0,0,0,0,4.0,400,5,2010,WD ,189000,0,8316,3,12660,4,30
1238,535152200,20,RL,74.0,8856,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,4,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,143.0,3,3,CBlock,3,3,1.0,5.0,621.0,2.0,52.0,503.0,1176.0,GasA,3,Y,SBrkr,1176,0,0,1176,1.0,0.0,1,0,3,1,3,6,Typ,2,4,1957.0,2.0,1.0,292.0,3,3,Y,0,88,0,0,95,0,0,0.0,0,5,2008,WD ,136500,0,2628,8,10584,3,20
223,905105200,20,RL,65.0,7800,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,7,1966,2008,Hip,CompShg,HdBoard,HdBoard,47.0,3,3,CBlock,3,3,2.0,4.0,240.0,3.0,474.0,150.0,864.0,GasA,5,Y,SBrkr,892,0,0,892,1.0,0.0,1,0,3,1,4,5,Typ,0,0,1966.0,1.0,1.0,416.0,3,3,Y,0,0,0,0,0,0,0,0.0,0,6,2010,WD ,137900,0,3744,0,7776,4,35
723,902402150,30,RM,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,4,1910,2006,Hip,CompShg,MetalSd,Stucco,0.0,3,3,BrkTil,3,3,1.0,5.0,247.0,3.0,465.0,310.0,1022.0,GasW,3,N,SBrkr,1022,0,0,1022,1.0,0.0,1,0,2,1,3,4,Maj2,0,0,1956.0,1.0,1.0,280.0,3,3,Y,0,30,226,0,0,0,0,0.0,0,6,2009,WD ,85000,0,2520,0,9198,3,20
2562,534477030,20,RL,89.0,10680,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,3,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,44.0,3,3,CBlock,3,2,1.0,2.0,756.0,1.0,0.0,1380.0,2136.0,GasA,3,N,FuseA,2136,0,0,2136,0.0,0.0,2,0,4,1,3,7,Mod,0,0,1951.0,1.0,2.0,528.0,3,3,Y,0,30,0,0,0,0,0,3.0,0,10,2006,WD ,137900,0,9504,0,12816,3,15
995,527106140,60,RL,59.0,9535,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,PConc,4,3,4.0,6.0,851.0,1.0,0.0,75.0,926.0,GasA,5,Y,SBrkr,926,678,0,1604,0.0,0.0,2,1,3,1,3,7,Typ,0,0,1998.0,3.0,2.0,472.0,3,3,Y,100,82,0,0,0,0,0,0.0,0,5,2008,WD ,195500,0,8496,0,11112,3,30
287,909100110,70,RL,66.0,6858,Pave,Reg,Bnk,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,6,4,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,PConc,4,3,1.0,1.0,0.0,1.0,0.0,806.0,806.0,GasA,3,N,FuseF,841,806,0,1647,1.0,0.0,1,1,4,1,2,6,Typ,0,0,1920.0,1.0,1.0,216.0,3,3,Y,0,66,136,0,0,0,0,0.0,0,5,2010,WD ,128000,0,1944,0,9672,2,24
1152,532354150,20,RL,75.0,8100,Pave,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,1Fam,1Story,5,8,1961,2007,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,4,CBlock,3,3,1.0,5.0,764.0,1.0,0.0,100.0,864.0,GasA,5,Y,SBrkr,864,0,0,864,1.0,0.0,1,0,3,1,4,5,Typ,1,3,1962.0,1.0,1.0,420.0,3,3,Y,132,0,0,0,0,0,0,0.0,0,7,2008,WD ,135000,0,3780,3,7776,4,40
1449,907202190,20,RL,0.0,9216,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,176.0,3,3,CBlock,3,3,3.0,5.0,294.0,1.0,0.0,782.0,1076.0,GasA,3,Y,SBrkr,1076,0,0,1076,0.0,0.0,1,1,3,1,3,5,Typ,1,2,1985.0,1.0,2.0,576.0,3,3,Y,0,0,0,0,0,0,0,3.0,0,9,2008,WD ,143195,0,10368,2,9684,3,30
1330,903204095,40,RM,50.0,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,RRAn,Feedr,1Fam,1Story,5,6,1930,1960,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,BrkTil,3,3,1.0,1.0,0.0,1.0,0.0,742.0,742.0,GasA,3,Y,FuseA,779,0,156,935,0.0,0.0,1,0,2,1,3,4,Typ,0,0,1988.0,1.0,1.0,308.0,3,3,P,0,0,0,0,0,0,0,0.0,600,8,2008,WD ,79500,0,2772,0,6678,3,30
1134,531373060,60,RL,67.0,12774,Pave,Reg,Lvl,AllPub,FR2,Gtl,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,95.0,4,3,PConc,4,3,3.0,1.0,0.0,1.0,0.0,835.0,835.0,GasA,5,Y,SBrkr,835,828,0,1663,0.0,0.0,2,1,3,1,4,8,Typ,0,0,2003.0,2.0,2.0,478.0,3,3,Y,168,68,0,0,0,0,0,0.0,0,7,2008,WD ,192500,0,8604,0,10020,4,35
706,902201110,50,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,7,1950,1970,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,5,CBlock,3,3,1.0,4.0,384.0,1.0,0.0,384.0,768.0,GasA,3,Y,FuseA,768,560,0,1328,0.0,0.0,1,1,3,1,3,6,Typ,0,0,1950.0,1.0,1.0,308.0,3,3,Y,0,12,0,0,0,0,0,3.0,0,3,2009,WD ,129500,0,2772,0,6912,3,35
1617,527107040,60,RL,0.0,10364,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,PConc,4,3,1.0,1.0,0.0,1.0,0.0,806.0,806.0,GasA,4,Y,SBrkr,806,766,0,1572,0.0,0.0,2,1,3,1,3,7,Typ,1,3,1995.0,3.0,2.0,373.0,3,3,Y,0,40,0,0,0,0,0,0.0,0,5,2007,WD ,168000,0,6714,3,9672,3,30
1339,903228060,50,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,CBlock,3,3,1.0,2.0,264.0,1.0,0.0,475.0,739.0,GasA,5,Y,SBrkr,874,468,0,1342,0.0,0.0,2,0,2,2,3,7,Typ,1,4,1939.0,1.0,1.0,240.0,3,3,Y,0,0,0,0,0,0,0,0.0,0,4,2008,WD ,105000,0,2160,4,6651,6,30
1664,527402150,20,RL,0.0,10530,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,6,5,1971,1971,Hip,CompShg,Plywood,Plywood,0.0,3,3,CBlock,3,3,1.0,5.0,282.0,2.0,35.0,664.0,981.0,GasA,3,Y,SBrkr,981,0,0,981,1.0,0.0,1,1,3,1,3,5,Typ,0,0,1979.0,1.0,2.0,576.0,3,3,Y,0,312,40,0,0,0,0,0.0,0,3,2007,WD ,143250,0,10368,0,8829,3,30
1433,907135020,20,RL,75.0,9525,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,6,1995,2006,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,PConc,4,3,1.0,1.0,0.0,1.0,0.0,1099.0,1099.0,GasA,5,Y,SBrkr,1099,0,0,1099,0.0,0.0,1,1,3,1,4,6,Typ,0,0,1999.0,1.0,1.0,352.0,3,3,Y,278,0,0,0,0,0,0,0.0,0,6,2008,WD ,144000,0,3168,0,13188,4,30
75,531380080,60,RL,0.0,8880,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,4,3,1.0,6.0,695.0,1.0,0.0,253.0,948.0,GasA,5,Y,SBrkr,1222,888,0,2110,1.0,0.0,2,1,3,1,4,8,Typ,2,2,1994.0,2.0,2.0,463.0,3,3,Y,0,130,0,0,0,0,0,0.0,0,5,2010,WD ,205000,0,8334,4,11376,4,35
2255,914478100,85,RL,82.0,8410,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,SFoyer,6,6,1974,1974,Gable,CompShg,Plywood,Plywood,0.0,3,3,CBlock,4,3,3.0,5.0,924.0,1.0,0.0,46.0,970.0,GasA,3,Y,SBrkr,1026,0,0,1026,1.0,0.0,1,0,2,1,3,5,Typ,1,1,1974.0,1.0,2.0,528.0,3,3,Y,193,0,0,0,0,0,0,0.0,0,4,2007,WD ,143000,0,9504,1,11640,3,36
1170,533215040,120,FV,42.0,4385,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,9,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,5,3,3.0,6.0,964.0,1.0,0.0,455.0,1419.0,GasA,5,Y,SBrkr,1419,0,0,1419,1.0,0.0,1,1,2,1,5,5,Typ,1,3,2001.0,3.0,2.0,588.0,3,3,Y,155,58,0,0,0,0,0,0.0,0,9,2008,WD ,290000,0,10584,3,21285,5,45
45,528150070,20,RL,100.0,12919,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,9,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,760.0,5,3,PConc,5,3,4.0,6.0,2188.0,1.0,0.0,142.0,2330.0,GasA,5,Y,SBrkr,2364,0,0,2364,1.0,0.0,2,1,2,1,5,11,Typ,2,4,2009.0,3.0,3.0,820.0,3,3,Y,0,67,0,0,0,0,0,0.0,0,3,2010,New,611657,0,22140,8,34950,5,45
836,907126010,20,RL,82.0,12464,Pave,IR2,Low,AllPub,Corner,Mod,Norm,Norm,1Fam,1Story,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,0.0,3,4,PConc,4,3,1.0,6.0,732.0,1.0,0.0,308.0,1040.0,GasA,4,Y,SBrkr,1040,0,0,1040,1.0,0.0,1,0,3,1,4,6,Typ,0,0,2000.0,1.0,2.0,576.0,3,3,Y,168,0,0,0,0,0,0,4.0,0,11,2009,WD ,152000,0,10368,0,12480,4,25
8,527145080,120,RL,43.0,5005,Pave,IR1,HLS,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,0.0,4,3,PConc,4,3,1.0,5.0,263.0,1.0,0.0,1017.0,1280.0,GasA,5,Y,SBrkr,1280,0,0,1280,0.0,0.0,2,0,2,1,4,5,Typ,0,0,1992.0,2.0,2.0,506.0,3,3,Y,0,82,0,0,144,0,0,0.0,0,1,2010,WD ,191500,0,9108,0,15360,4,40
1704,528120150,60,RL,76.0,9591,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,344.0,4,3,PConc,5,3,3.0,1.0,0.0,1.0,0.0,1143.0,1143.0,GasA,5,Y,SBrkr,1143,1330,0,2473,0.0,0.0,2,1,4,1,4,9,Typ,1,4,2004.0,2.0,3.0,852.0,3,3,Y,192,151,0,0,0,0,0,0.0,0,10,2007,WD ,317000,0,23004,4,17145,4,40
2068,905226080,50,RL,70.0,6960,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,7,8,1940,1998,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,BrkTil,3,3,1.0,5.0,258.0,1.0,0.0,422.0,680.0,GasA,5,Y,FuseA,798,504,0,1302,0.0,0.0,1,1,2,1,4,6,Typ,2,4,1940.0,1.0,1.0,224.0,3,3,Y,0,0,0,0,126,0,0,3.0,0,7,2007,WD ,165250,0,2016,8,6120,4,56
1488,908102140,20,RL,75.0,9825,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,1966,1966,Hip,CompShg,HdBoard,HdBoard,0.0,3,3,CBlock,3,3,1.0,3.0,609.0,1.0,0.0,483.0,1092.0,GasA,3,Y,SBrkr,1092,0,0,1092,0.0,0.0,1,0,3,1,3,6,Typ,0,0,1966.0,1.0,1.0,264.0,3,3,Y,259,0,0,0,161,0,0,3.0,0,4,2008,COD,123000,0,2376,0,9828,3,25
1391,905201110,20,RL,88.0,14175,Pave,Reg,Lvl,AllPub,Inside,Gtl,PosA,Norm,1Fam,1Story,6,8,1956,1956,Gable,CompShg,HdBoard,HdBoard,0.0,3,3,CBlock,3,4,4.0,6.0,776.0,1.0,0.0,212.0,988.0,GasA,3,Y,FuseA,1188,0,0,1188,1.0,0.0,1,0,1,1,3,4,Typ,1,3,1956.0,1.0,2.0,621.0,3,3,Y,102,89,231,0,0,0,0,0.0,0,6,2008,WD ,185000,0,11178,3,11856,3,48
2633,535478070,20,RL,74.0,7400,Pave,Reg,Lvl,AllPub,Corner,Gtl,Artery,Norm,1Fam,1Story,7,6,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,CBlock,3,3,1.0,2.0,809.0,1.0,0.0,236.0,1045.0,GasA,4,Y,SBrkr,1045,0,0,1045,1.0,0.0,1,0,3,1,3,6,Typ,0,0,1962.0,1.0,2.0,528.0,3,3,Y,0,0,0,0,0,0,0,0.0,0,3,2006,WD ,120000,0,9504,0,9405,3,42
1872,534176140,20,RL,88.0,10738,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,6,7,1966,1966,Hip,CompShg,HdBoard,HdBoard,0.0,3,3,CBlock,3,3,1.0,5.0,792.0,1.0,0.0,301.0,1093.0,GasA,4,Y,SBrkr,1093,0,0,1093,1.0,0.0,2,0,3,1,3,6,Typ,1,2,1966.0,2.0,2.0,484.0,3,3,Y,224,0,0,0,0,0,0,3.0,400,11,2007,WD ,158500,0,8712,2,9837,3,42
1138,531376010,60,RL,65.0,8366,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,4,3,1.0,1.0,0.0,1.0,0.0,798.0,798.0,GasA,5,Y,SBrkr,798,842,0,1640,0.0,0.0,2,1,3,1,4,6,Typ,0,0,2004.0,2.0,2.0,520.0,3,3,Y,138,45,0,0,0,0,0,0.0,0,12,2008,WD ,173000,0,9360,0,9576,4,30
1899,534429030,90,RL,70.0,9842,Pave,Reg,Lvl,AllPub,FR2,Gtl,Norm,Norm,Duplex,1Story,4,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,0.0,3,3,Slab,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,3,Y,SBrkr,1224,0,0,1224,0.0,0.0,2,0,2,2,3,6,Typ,0,0,1962.0,1.0,2.0,462.0,3,3,Y,0,0,0,0,0,0,0,0.0,0,3,2007,WD ,101800,0,8316,0,0,6,20
915,909252020,70,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,1Fam,2Story,7,9,1936,2007,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,4,4,PConc,4,4,1.0,5.0,350.0,4.0,210.0,0.0,560.0,GasA,5,Y,SBrkr,575,560,0,1135,1.0,0.0,1,0,3,1,4,6,Typ,0,0,1971.0,2.0,2.0,576.0,3,3,Y,256,0,0,0,0,0,0,3.0,0,4,2009,WD ,155000,0,10368,0,8960,4,63
660,535378120,30,RL,60.0,10230,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,BrkTil,3,3,1.0,1.0,0.0,1.0,0.0,1054.0,1054.0,GasA,5,Y,SBrkr,1078,0,0,1078,0.0,0.0,1,0,3,1,5,6,Typ,0,0,1987.0,1.0,1.0,264.0,3,3,N,0,0,0,0,112,0,0,2.0,0,12,2009,WD ,125000,0,2376,0,9486,5,35
2004,902427140,20,RM,52.0,8626,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,6,1956,1956,Gable,CompShg,MetalSd,MetalSd,1.0,3,3,CBlock,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,4,Y,SBrkr,968,0,0,968,0.0,0.0,1,0,2,1,3,5,Typ,0,0,1956.0,1.0,1.0,331.0,2,3,Y,0,0,0,0,0,0,0,0.0,0,5,2007,WD ,104500,0,1986,0,0,3,24
443,528142040,60,RL,74.0,8834,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,216.0,4,3,PConc,5,3,1.0,6.0,1170.0,1.0,0.0,292.0,1462.0,GasA,5,Y,SBrkr,1462,762,0,2224,1.0,0.0,2,1,4,1,5,10,Typ,1,4,2004.0,3.0,3.0,738.0,3,3,Y,184,0,0,0,0,0,0,0.0,0,6,2009,WD ,350000,0,19926,4,21930,5,45
2627,535454060,90,RL,60.0,8544,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,Stucco,Stone,0.0,3,3,CBlock,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,4,N,FuseF,1040,0,0,1040,0.0,0.0,2,0,2,2,3,6,Typ,0,0,1949.0,1.0,2.0,400.0,3,3,Y,0,0,0,0,0,0,0,0.0,0,7,2006,WD ,93500,0,7200,0,0,6,12
1438,907181140,60,RL,68.0,9179,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,158.0,4,3,PConc,4,3,1.0,6.0,633.0,1.0,0.0,240.0,873.0,GasA,5,Y,SBrkr,882,908,0,1790,1.0,0.0,2,1,3,1,4,7,Typ,0,0,1999.0,2.0,2.0,588.0,3,3,Y,0,88,0,0,0,0,0,0.0,0,6,2008,WD ,193000,0,10584,0,10476,4,35
1525,909251090,70,RL,79.0,11526,Pave,IR1,Bnk,AllPub,Inside,Mod,Norm,Norm,1Fam,2.5Fin,6,7,1922,1994,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,BrkTil,5,3,1.0,1.0,0.0,1.0,0.0,588.0,588.0,GasA,2,Y,SBrkr,1423,748,384,2555,0.0,0.0,2,0,3,1,3,11,Min1,1,4,1993.0,3.0,2.0,672.0,3,3,Y,431,0,0,0,0,0,0,0.0,0,9,2008,WD ,191000,0,12096,4,8820,3,42
2644,902109010,30,RM,70.0,5684,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,8,1930,2005,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,BrkTil,3,3,1.0,1.0,0.0,1.0,0.0,813.0,813.0,GasA,5,Y,FuseA,813,0,0,813,0.0,0.0,1,0,2,1,4,5,Typ,0,0,1932.0,1.0,1.0,270.0,2,2,N,0,113,0,0,0,0,0,0.0,0,6,2006,WD ,110000,0,1080,0,7317,4,48
866,907252220,60,RL,0.0,11885,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,108.0,4,3,PConc,4,3,3.0,6.0,990.0,1.0,0.0,309.0,1299.0,GasA,5,Y,SBrkr,1299,573,0,1872,1.0,0.0,2,1,3,1,5,7,Typ,1,3,2001.0,2.0,2.0,531.0,3,3,Y,160,122,0,0,0,0,0,0.0,0,11,2009,WD ,261500,0,9558,3,15588,5,40
620,534476320,20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,6,1956,1956,Hip,CompShg,MetalSd,MetalSd,0.0,3,3,CBlock,3,3,1.0,3.0,504.0,1.0,0.0,546.0,1050.0,GasA,4,Y,SBrkr,1050,0,0,1050,0.0,0.0,1,0,2,1,3,5,Typ,0,0,1956.0,1.0,1.0,338.0,3,3,Y,0,0,0,0,0,0,0,0.0,0,6,2009,WD ,128900,0,3042,0,9450,3,30
2451,528360050,60,RL,114.0,17242,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,9,5,1993,1994,Hip,CompShg,MetalSd,MetalSd,738.0,4,4,PConc,5,3,4.0,3.0,292.0,6.0,1393.0,48.0,1733.0,GasA,5,Y,SBrkr,1933,1567,0,3500,1.0,0.0,3,1,4,1,5,11,Typ,1,3,1993.0,2.0,3.0,959.0,3,3,Y,870,86,0,0,210,0,0,0.0,0,5,2006,WD ,584500,0,25893,3,25995,5,45
2186,908225240,20,RL,75.0,10215,Pave,Reg,Bnk,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,5,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,132.0,3,3,PConc,3,3,1.0,5.0,492.0,1.0,0.0,372.0,864.0,GasA,5,Y,SBrkr,948,0,0,948,0.0,0.0,1,0,3,1,3,5,Typ,0,0,1954.0,1.0,1.0,248.0,3,3,Y,0,0,0,0,0,0,0,0.0,0,2,2007,WD ,111000,0,2232,0,7776,3,20
2025,903425270,50,RL,60.0,8550,Pave,Reg,Lvl,AllPub,Inside,Gtl,RRAn,Norm,1Fam,1.5Fin,5,5,1926,1950,Gable,CompShg,HdBoard,HdBoard,0.0,3,3,PConc,2,3,1.0,1.0,0.0,1.0,0.0,750.0,750.0,GasA,3,Y,SBrkr,960,356,0,1316,0.0,0.0,1,0,4,1,3,7,Typ,0,0,1965.0,1.0,2.0,576.0,3,3,Y,0,0,0,0,0,0,0,0.0,0,10,2007,ConLw,90000,0,10368,0,4500,3,25
1916,535126180,60,RL,0.0,18450,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,1965,1979,Flat,Tar&Grv,Plywood,Plywood,113.0,3,4,CBlock,4,3,1.0,2.0,187.0,3.0,723.0,111.0,1021.0,GasA,3,Y,SBrkr,1465,915,0,2380,0.0,0.0,2,1,3,1,3,7,Sev,1,1,1965.0,1.0,2.0,596.0,3,3,Y,0,265,0,0,0,0,0,0.0,0,8,2007,WD ,129000,0,10728,1,12252,3,30
1542,909428190,20,RL,0.0,14778,Pave,IR1,Low,AllPub,CulDSac,Gtl,PosN,Norm,1Fam,1Story,6,7,1954,2006,Hip,CompShg,HdBoard,HdBoard,72.0,4,3,CBlock,3,3,1.0,4.0,728.0,1.0,0.0,568.0,1296.0,GasA,5,Y,SBrkr,1640,0,0,1640,1.0,0.0,1,0,3,1,4,7,Typ,1,4,1993.0,1.0,2.0,924.0,3,3,Y,108,0,0,216,0,0,0,0.0,0,11,2008,WD ,224000,0,16632,4,11664,4,42
1163,533212050,160,FV,30.0,3180,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,2Story,6,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,0.0,4,3,PConc,4,3,1.0,6.0,390.0,1.0,0.0,210.0,600.0,GasA,5,Y,SBrkr,600,600,0,1200,1.0,0.0,2,1,2,1,4,5,Typ,0,0,2005.0,2.0,2.0,480.0,3,3,Y,0,166,0,0,0,0,0,0.0,0,5,2008,WD ,165000,0,8640,0,7200,4,30
205,903430080,70,RM,52.0,3068,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,8,1920,1993,Gable,CompShg,VinylSd,VinylSd,0.0,3,4,BrkTil,3,3,1.0,1.0,0.0,1.0,0.0,662.0,662.0,GasA,5,Y,SBrkr,662,662,0,1324,0.0,1.0,1,0,3,1,3,6,Typ,0,0,1920.0,1.0,1.0,180.0,3,3,Y,0,0,112,0,0,0,0,4.0,0,2,2010,WD ,122000,0,1620,0,5958,3,48
